ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,CPM,CPA
709328,2017-08-18,2017-08-18,916,104013,35-39,M,16,19,18,3332.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709455,2017-08-18,2017-08-18,916,104034,35-39,M,7,12,10,559.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709544,2017-08-18,2017-08-18,916,104049,35-39,M,29,33,32,7440.0,2,2.980000019,1.0,1.0,0.00026881720430107527,1.4900000095,0.4005376369623656,2.980000019
709614,2017-08-19,2017-08-19,916,104061,40-44,M,16,19,20,19113.0,4,5.5200001,1.0,0.0,0.00020928164076806363,1.380000025,0.2888086694919688,0.0
709756,2017-08-19,2017-08-19,916,104085,40-44,M,16,21,21,10976.0,2,1.690000057,1.0,1.0,0.00018221574344023323,0.8450000285,0.15397230840014575,1.690000057
709761,2017-08-18,2017-08-18,916,104085,40-44,M,16,19,20,2861.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709899,2017-08-18,2017-08-18,916,104108,40-44,M,15,18,20,1398.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709901,2017-08-18,2017-08-18,916,104109,40-44,M,16,18,20,23817.0,7,8.470000148,1.0,1.0,0.0002939077129781249,1.2100000211428572,0.3556283389175799,8.470000148
710045,2017-08-17,2017-08-17,916,104133,45-49,M,16,22,17,47224.0,12,15.82000017,1.0,0.0,0.00025410808063696424,1.3183333475,0.33499915657292906,0.0
710088,2017-08-17,2017-08-17,916,104140,45-49,M,24,26,27,2283.0,1,1.470000029,1.0,0.0,0.0004380201489268506,1.470000029,0.6438896316250547,0.0
710360,2017-08-17,2017-08-17,916,104185,45-49,M,21,26,24,2182.0,1,1.529999971,1.0,1.0,0.00045829514207149406,1.529999971,0.7011915540788268,1.529999971
710477,2017-08-17,2017-08-17,916,104205,30-34,F,16,19,19,2654.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
710480,2017-08-17,2017-08-17,916,104205,30-34,F,16,21,20,57665.0,14,18.06999969,1.0,1.0,0.00024278158328275385,1.2907142635714286,0.31336165247550507,18.06999969
710571,2017-08-18,2017-08-18,916,104220,30-34,F,32,37,38,3091.0,1,1.610000014,1.0,1.0,0.00032351989647363315,1.610000014,0.5208670378518279,1.610000014
710617,2017-08-18,2017-08-18,916,104228,30-34,F,15,19,16,5014.0,1,1.190000057,1.0,0.0,0.00019944156362185878,1.190000057,0.2373354720781811,0.0
710623,2017-08-18,2017-08-18,916,104229,30-34,F,16,19,20,38726.0,7,9.220000267,1.0,0.0,0.00018075711408356142,1.3171428952857143,0.23808294858751225,0.0
710628,2017-08-17,2017-08-17,916,104230,30-34,F,18,24,22,1473.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710682,2017-08-29,2017-08-29,916,104239,30-34,F,27,33,32,1186.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710763,2017-08-29,2017-08-29,916,104252,30-34,F,15,19,17,5369.0,1,1.50999999,1.0,0.0,0.00018625442354255913,1.50999999,0.2812441776867201,0.0
710836,2017-08-27,2017-08-27,916,104265,30-34,F,29,33,31,22221.0,7,9.430000067,1.0,1.0,0.0003150173259529274,1.3471428667142857,0.42437334354889517,9.430000067
710867,2017-08-26,2017-08-26,916,104270,30-34,F,63,64,68,1185.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710880,2017-08-26,2017-08-26,916,104272,30-34,F,65,70,68,13019.0,5,6.960000038,1.0,0.0,0.00038405407481373376,1.3920000076,0.5346032750595284,0.0
710961,2017-08-27,2017-08-27,916,104285,35-39,F,25,29,26,2508.0,1,1.220000029,1.0,0.0,0.00039872408293460925,1.220000029,0.4864433927432217,0.0
710968,2017-08-27,2017-08-27,916,104287,35-39,F,27,31,29,5864.0,2,2.799999952,1.0,1.0,0.00034106412005457026,1.399999976,0.47748975989085946,2.799999952
711217,2017-08-27,2017-08-27,916,104328,35-39,F,20,26,23,2783.0,1,1.600000024,1.0,0.0,0.00035932446999640676,1.600000024,0.5749191606180382,0.0
711623,2017-08-27,2017-08-27,916,104396,40-44,F,15,18,20,3812.0,1,1.129999995,2.0,1.0,0.00026232948583420777,1.129999995,0.29643231768100736,1.129999995
711764,2017-08-27,2017-08-27,916,104419,45-49,F,10,16,11,11199.0,4,5.730000019,1.0,1.0,0.0003571747477453344,1.43250000475,0.5116528278417716,5.730000019
711785,2017-08-26,2017-08-26,916,104423,45-49,F,19,25,23,292.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
711877,2017-08-26,2017-08-26,916,104438,45-49,F,63,67,65,17572.0,7,9.379999995,1.0,0.0,0.00039836102890962894,1.3399999992857143,0.5338037784543592,0.0
712052,2017-08-25,2017-08-25,916,104467,45-49,F,10,13,11,1448.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734209,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,14,1772.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734210,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,13,13329.0,4,5.629999995,1.0,1.0,0.00030009753169780176,1.40749999875,0.4223872754895341,5.629999995
734215,2017-08-26,2017-08-26,936,108655,30-34,M,15,19,17,13659.0,3,3.840000033,1.0,0.0,0.00021963540522732265,1.280000011,0.28113332110696243,0.0
734243,2017-08-26,2017-08-26,936,108660,30-34,M,21,23,24,739.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734266,2017-08-26,2017-08-26,936,108664,30-34,M,25,30,27,605.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734272,2017-08-26,2017-08-26,936,108665,30-34,M,26,32,29,1030.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734290,2017-08-26,2017-08-26,936,108668,30-34,M,29,32,35,5374.0,1,1.039999962,4.0,0.0,0.00018608113137327876,1.039999962,0.19352436955712693,0.0
734313,2017-08-26,2017-08-26,936,108672,30-34,M,36,38,38,790.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734314,2017-08-27,2017-08-27,936,108672,30-34,M,36,38,38,962.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734352,2017-08-27,2017-08-27,936,108678,35-39,M,10,11,16,4423.0,1,1.460000038,1.0,1.0,0.00022609088853719196,1.460000038,0.330092705855754,1.460000038
734361,2017-08-29,2017-08-29,936,108680,35-39,M,16,19,19,12382.0,2,2.839999914,1.0,1.0,0.00016152479405588758,1.419999957,0.2293652006137942,2.839999914
734381,2017-08-29,2017-08-29,936,108683,35-39,M,20,25,24,2938.0,1,1.350000024,1.0,1.0,0.0003403675970047651,1.350000024,0.4594962641252553,1.350000024
734399,2017-08-28,2017-08-28,936,108686,35-39,M,23,24,27,239.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734418,2017-08-29,2017-08-29,936,108689,35-39,M,26,27,28,591.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734421,2017-08-29,2017-08-29,936,108690,35-39,M,27,29,32,10332.0,4,5.75,1.0,0.0,0.00038714672861014324,1.4375,0.5565234223770809,0.0
734427,2017-08-29,2017-08-29,936,108691,35-39,M,28,29,31,8259.0,3,3.980000019,1.0,0.0,0.0003632401017072285,1.326666673,0.48189853723211046,0.0
734433,2017-08-29,2017-08-29,936,108692,35-39,M,29,35,31,12158.0,3,4.449999928,1.0,0.0,0.0002467511103799967,1.4833333093333334,0.36601414114163516,0.0
734582,2017-08-29,2017-08-29,936,108716,40-44,M,29,33,33,7709.0,2,1.320000052,2.0,0.0,0.0002594370216629913,0.660000026,0.17122844104293683,0.0
734605,2017-08-28,2017-08-28,936,108720,40-44,M,36,37,41,834.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734660,2017-08-28,2017-08-28,936,108729,45-49,M,18,22,23,1299.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
734666,2017-08-28,2017-08-28,936,108730,45-49,M,19,24,20,371.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734726,2017-08-28,2017-08-28,936,108740,45-49,M,29,30,35,10466.0,3,4.090000033,1.0,0.0,0.0002866424613032677,1.3633333443333333,0.3907892253965221,0.0
734737,2017-08-27,2017-08-27,936,108742,45-49,M,31,37,33,839.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734785,2017-08-28,2017-08-28,936,108750,30-34,F,10,13,13,5576.0,1,1.529999971,1.0,1.0,0.0001793400286944046,1.529999971,0.27439023870157825,1.529999971
734794,2017-08-28,2017-08-28,936,108752,30-34,F,16,19,17,4010.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734796,2017-08-28,2017-08-28,936,108752,30-34,F,16,22,17,39337.0,7,10.03000009,1.0,1.0,0.00017794951318097466,1.4328571557142857,0.2549762333172331,10.03000009
734800,2017-08-28,2017-08-28,936,108753,30-34,F,18,20,20,1635.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734803,2017-08-28,2017-08-28,936,108753,30-34,F,18,19,21,1631.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734852,2017-08-28,2017-08-28,936,108761,30-34,F,26,30,29,13479.0,3,4.25,1.0,0.0,0.00022256843979523704,1.4166666666666667,0.31530528970991917,0.0
734854,2017-08-19,2017-08-19,936,108762,30-34,F,27,33,32,57022.0,13,20.29000032,3.0,3.0,0.0002279821823155975,1.5607692553846155,0.3558275809336747,6.76333344
734856,2017-08-19,2017-08-19,936,108762,30-34,F,27,28,32,5453.0,1,1.389999986,1.0,1.0,0.00018338529249954154,1.389999986,0.2549055540069686,1.389999986
734866,2017-08-20,2017-08-20,936,108764,30-34,F,29,32,31,11803.0,3,4.440000057,1.0,0.0,0.0002541726679657714,1.480000019,0.37617555341862235,0.0
734881,2017-08-20,2017-08-20,936,108766,30-34,F,31,32,34,4259.0,1,1.570000052,1.0,1.0,0.00023479690068091102,1.570000052,0.3686311462784691,1.570000052
734901,2017-08-20,2017-08-20,936,108770,30-34,F,64,70,68,1554.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734903,2017-08-20,2017-08-20,936,108770,30-34,F,64,69,67,5323.0,1,1.289999962,1.0,1.0,0.00018786398647379298,1.289999962,0.24234453541236142,1.289999962
734925,2017-08-20,2017-08-20,936,108774,35-39,F,10,11,12,5024.0,1,1.409999967,1.0,1.0,0.00019904458598726116,1.409999967,0.2806528596735669,1.409999967
734939,2017-08-20,2017-08-20,936,108776,35-39,F,16,19,22,104648.0,24,33.33000004,4.0,2.0,0.00022934026450577172,1.3887500016666667,0.3184962927146243,16.66500002
734968,2017-08-20,2017-08-20,936,108781,35-39,F,22,25,27,8504.0,3,3.340000093,1.0,1.0,0.0003527751646284102,1.1133333643333334,0.39275636088899346,3.340000093
734999,2017-08-20,2017-08-20,936,108786,35-39,F,27,32,32,20277.0,6,8.050000072,1.0,0.0,0.00029590176061547566,1.3416666786666667,0.39700153237658425,0.0
735014,2017-08-19,2017-08-19,936,108788,35-39,F,29,34,30,12403.0,4,5.210000038,1.0,1.0,0.0003225026203337902,1.3025000095,0.4200596660485367,5.210000038
735032,2017-08-19,2017-08-19,936,108791,35-39,F,32,33,34,498.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735033,2017-08-18,2017-08-18,936,108792,35-39,F,36,40,40,652.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735043,2017-08-18,2017-08-18,936,108793,35-39,F,63,65,69,1357.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735048,2017-08-18,2017-08-18,936,108794,35-39,F,64,65,68,1393.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735065,2017-08-19,2017-08-19,936,108797,40-44,F,7,10,12,648.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735109,2017-08-19,2017-08-19,936,108804,40-44,F,21,26,25,708.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735140,2017-08-19,2017-08-19,936,108809,40-44,F,26,27,31,6907.0,2,2.349999964,1.0,0.0,0.0002895613146083683,1.174999982,0.34023453945272913,0.0
735143,2017-08-19,2017-08-19,936,108810,40-44,F,27,28,30,39035.0,13,19.32999957,1.0,0.0,0.0003330344562572051,1.4869230438461538,0.49519660740361215,0.0
735151,2017-08-19,2017-08-19,936,108811,40-44,F,28,30,31,926.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735184,2017-08-19,2017-08-19,936,108817,40-44,F,63,66,67,4412.0,1,1.450000048,1.0,0.0,0.00022665457842248413,1.450000048,0.32864914959202174,0.0
735189,2017-08-21,2017-08-21,936,108818,40-44,F,64,65,66,9965.0,3,4.050000072,1.0,0.0,0.00030105368790767686,1.3500000239999999,0.4064224859006522,0.0
735213,2017-08-21,2017-08-21,936,108822,45-49,F,10,16,11,73634.0,23,32.97999978,1.0,0.0,0.0003123557052448597,1.4339130339130435,0.4478909169677051,0.0
735220,2017-08-18,2017-08-18,936,108823,45-49,F,15,17,17,69708.0,20,31.28999949,1.0,0.0,0.0002869111149365926,1.5644999745,0.4488724320020658,0.0
735242,2017-08-18,2017-08-18,936,108826,45-49,F,19,25,21,530.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735247,2017-08-18,2017-08-18,936,108827,45-49,F,20,24,25,14257.0,6,8.789999962,1.0,0.0,0.00042084590025952165,1.4649999936666667,0.6165392412148418,0.0
735289,2017-08-18,2017-08-18,936,108834,45-49,F,27,30,30,20362.0,5,9.119999886,1.0,1.0,0.0002455554464198016,1.8239999772000002,0.44789312867105396,9.119999886
735290,2017-08-18,2017-08-18,936,108834,45-49,F,27,29,33,12215.0,4,6.26000011,1.0,0.0,0.0003274662300450266,1.5650000275,0.512484659025788,0.0
735298,2017-08-18,2017-08-18,936,108836,45-49,F,29,31,32,85412.0,28,38.63999999,2.0,1.0,0.0003278227883669742,1.3799999996428571,0.45239544782934477,38.63999999
736869,2017-08-18,2017-08-18,936,109448,30-34,M,2,6,8,2338.0,1,0.239999995,1.0,0.0,0.000427715996578272,0.239999995,0.1026518370402053,0.0
736890,2017-08-18,2017-08-18,936,109451,30-34,M,15,16,20,2522.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736893,2017-08-18,2017-08-18,936,109452,30-34,M,16,17,17,3587.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736977,2017-08-18,2017-08-18,936,109470,30-34,M,27,30,28,1273.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736988,2017-08-21,2017-08-21,936,109472,30-34,M,28,29,29,3891.0,1,1.090000033,1.0,0.0,0.00025700334104343357,1.090000033,0.2801336502184528,0.0
736995,2017-08-21,2017-08-21,936,109473,30-34,M,29,34,34,1888.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736997,2017-08-21,2017-08-21,936,109473,30-34,M,29,32,33,1895.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737097,2017-08-21,2017-08-21,936,109498,35-39,M,7,10,11,715.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737130,2017-08-21,2017-08-21,936,109507,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0,0.0001785873738726672,1.3400000335,0.23930708697205108,0.0
737320,2017-08-18,2017-08-18,936,109553,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0,0.00035236081747709656,1.504999995,0.5303030285412261,0.0
737375,2017-08-21,2017-08-21,936,109565,40-44,M,10,11,11,1415.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737524,2017-08-21,2017-08-21,936,109601,40-44,M,30,34,33,2148.0,1,1.580000043,1.0,1.0,0.0004655493482309125,1.580000043,0.7355679902234636,1.580000043
737644,2017-08-21,2017-08-21,936,109629,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0,0.00022025946565053632,1.406000042,0.3096848179555516,0.0
737657,2017-08-18,2017-08-18,936,109633,45-49,M,18,23,20,7478.0,2,2.900000095,1.0,1.0,0.0002674511901577962,1.4500000475,0.3878042384327361,2.900000095
737658,2017-08-18,2017-08-18,936,109633,45-49,M,18,19,24,4919.0,1,1.590000033,1.0,0.0,0.00020329335230737954,1.590000033,0.3232364368774141,0.0
737674,2017-08-20,2017-08-20,936,109637,45-49,M,20,21,24,533.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
737766,2017-08-20,2017-08-20,936,109659,45-49,M,29,33,33,1447.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
737896,2017-08-20,2017-08-20,936,109689,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0,0.00017091095539224064,1.530000051,0.2614937704665869,0.0
737931,2017-08-20,2017-08-20,936,109698,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0,0.0002991325157044571,0.540000021,0.16153156476218966,0.0
737961,2017-08-20,2017-08-20,936,109706,30-34,F,23,29,28,523.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737995,2017-08-20,2017-08-20,936,109714,30-34,F,26,27,31,1873.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738006,2017-08-20,2017-08-20,936,109717,30-34,F,27,29,32,34740.0,7,13.41000009,1.0,1.0,0.00020149683362118595,1.9157142985714286,0.38601036528497407,13.41000009
738067,2017-08-20,2017-08-20,936,109731,30-34,F,32,37,36,658.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738098,2017-08-20,2017-08-20,936,109738,30-34,F,64,70,68,1539.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738307,2017-08-20,2017-08-20,936,109788,35-39,F,31,36,36,3010.0,1,0.860000014,1.0,1.0,0.0003322259136212625,0.860000014,0.28571429036544854,0.860000014
738389,2017-08-19,2017-08-19,936,109808,40-44,F,10,16,12,27081.0,9,10.77000046,1.0,1.0,0.00033233632436025255,1.1966667177777779,0.3976958184705144,10.77000046
738408,2017-08-19,2017-08-19,936,109813,40-44,F,16,22,22,20233.0,4,5.590000153,3.0,0.0,0.00019769683190826867,1.39750003825,0.27628133015370926,0.0
738413,2017-08-19,2017-08-19,936,109813,40-44,F,16,17,19,147159.0,36,58.16000044,3.0,1.0,0.00024463335575805763,1.6155555677777778,0.3952187799590919,58.16000044
738423,2017-08-19,2017-08-19,936,109816,40-44,F,18,20,24,21664.0,7,10.61999977,1.0,1.0,0.00032311669128508124,1.5171428242857143,0.49021416959010333,10.61999977
738436,2017-08-19,2017-08-19,936,109820,40-44,F,19,21,20,9112.0,4,5.460000038,1.0,1.0,0.0004389815627743635,1.3650000095,0.599209837357331,5.460000038
738463,2017-08-20,2017-08-20,936,109826,40-44,F,21,23,24,542.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738528,2017-08-19,2017-08-19,936,109839,40-44,F,30,34,33,402.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
738560,2017-08-19,2017-08-19,936,109844,40-44,F,64,70,66,1338.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738582,2017-08-19,2017-08-19,936,109848,45-49,F,10,16,12,46150.0,15,20.17999983,1.0,1.0,0.0003250270855904659,1.3453333219999999,0.4372697687973998,20.17999983
738592,2017-08-20,2017-08-20,936,109850,45-49,F,16,22,20,493821.0,116,176.3799977,4.0,1.0,0.0002349029304140569,1.520517221551724,0.3571739510875398,176.3799977
738593,2017-08-20,2017-08-20,936,109850,45-49,F,16,17,21,92011.0,27,34.39000046,2.0,1.0,0.00029344317527252176,1.273703720740741,0.37375966417058837,34.39000046
738598,2017-08-21,2017-08-21,936,109851,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0,0.00030873726458783575,1.3725000025,0.42374189641864773,5.49000001
738606,2017-08-21,2017-08-21,936,109852,45-49,F,19,20,23,529.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738637,2017-08-21,2017-08-21,936,109857,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0,0.001059322033898305,1.419999957,1.5042372425847457,0.0
738648,2017-08-18,2017-08-18,936,109859,45-49,F,26,30,27,111090.0,38,51.97000027,5.0,1.0,0.0003420649923485462,1.3676315860526316,0.46781888801872357,51.97000027
747212,2017-08-18,2017-08-18,936,110836,30-34,M,10,16,14,7208.0,2,3.190000057,1.0,0.0,0.0002774694783573807,1.5950000285,0.44256382588790233,0.0
747213,2017-08-18,2017-08-18,936,110836,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747220,2017-08-18,2017-08-18,936,110837,30-34,M,15,17,16,2474.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
747222,2017-08-18,2017-08-18,936,110838,30-34,M,16,22,20,12489.0,2,1.960000038,1.0,0.0,0.00016014092401313155,0.980000019,0.15693810857554646,0.0
747223,2017-08-18,2017-08-18,936,110838,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0,0.0001245019920318725,0.600000024,0.0747011982071713,0.0
747248,2017-08-21,2017-08-21,936,110842,30-34,M,21,24,24,472.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747332,2017-08-21,2017-08-21,936,110856,30-34,M,64,68,65,792.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747362,2017-08-21,2017-08-21,936,110861,35-39,M,15,16,18,4607.0,1,1.149999976,1.0,1.0,0.00021706099413935315,1.149999976,0.24962013805079225,1.149999976
747369,2017-08-21,2017-08-21,936,110862,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0,0.00014975664545114188,1.5900000335,0.23811307128416323,3.180000067
747370,2017-08-20,2017-08-20,936,110862,35-39,M,16,17,19,2936.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747401,2017-08-21,2017-08-21,936,110867,35-39,M,22,25,25,2793.0,1,0.980000019,1.0,1.0,0.00035803795202291446,0.980000019,0.35087719978517723,0.980000019
747435,2017-08-21,2017-08-21,936,110873,35-39,M,28,29,30,1032.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747439,2017-08-21,2017-08-21,936,110874,35-39,M,29,35,33,1662.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747489,2017-08-21,2017-08-21,936,110882,40-44,M,2,7,6,4016.0,2,1.480000049,1.0,1.0,0.00049800796812749,0.7400000245,0.36852590861553786,1.480000049
747514,2017-08-21,2017-08-21,936,110886,40-44,M,16,20,17,14843.0,3,2.939999938,1.0,1.0,0.0002021154753082261,0.9799999793333334,0.19807316162500843,2.939999938
747645,2017-08-21,2017-08-21,936,110908,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0,0.0003101095720487906,1.5333333413333332,0.47550134628902213,4.600000024
747659,2017-08-25,2017-08-25,936,110910,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0,0.00016412276382734285,1.3349999785,0.2191038861808633,0.0
747675,2017-08-25,2017-08-25,936,110913,45-49,M,20,22,21,673.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747678,2017-08-25,2017-08-25,936,110914,45-49,M,21,27,23,370.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747712,2017-08-24,2017-08-24,936,110919,45-49,M,26,30,29,450.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747790,2017-08-24,2017-08-24,936,110932,30-34,F,10,12,14,2077.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747791,2017-08-25,2017-08-25,936,110932,30-34,F,10,14,13,31393.0,8,10.96000051,1.0,1.0,0.00025483388016436787,1.37000006375,0.3491224320708438,10.96000051
747795,2017-08-25,2017-08-25,936,110933,30-34,F,15,21,18,8410.0,2,2.359999895,1.0,1.0,0.00023781212841854935,1.1799999475,0.28061829904875146,2.359999895
